SYMBOL,R1,R2,R3,R4,R5,R6
Fam168a,838,1346,1718,1217,1142,1087
Fam168b,5376,5911,6659,4989,6371,5840
Fam169a,0,84,62,28,59,1
Fam169b,1,53,36,0,42,42
Fam170a,0,0,0,0,0,0
Fam170b,0,0,0,0,0,0
Fam171a1,44,78,85,69,76,96
Fam171a2,624,660,920,916,960,1035
Fam171b,2957,4156,5348,2333,2851,2056
Fam172a,1199,1402,1702,1394,1384,1451
Fam173a,839,833,841,632,1018,767
Fam173b,390,523,720,351,487,428
Fam174a,1039,927,840,641,754,724
Fam174b,43,40,0,38,21,3
Fam177a,2484,2807,3108,3096,2690,2643
Fam178b,0,13,29,18,40,2
Fam180a,316,504,347,503,977,842
Fam181a,0,0,0,0,0,7
Fam181b,0,51,0,3,0,0
Fam184a,22,13,1,19,71,0
Fam184b,43,45,100,25,99,70
Fam185a,190,312,253,314,191,254
Fam186a,0,0,0,0,8,0
Fam186b,20,51,14,14,38,65
Fam187a,0,0,0,0,0,0
Fam187b,60,13,66,30,37,45
Fam189a1,0,0,0,0,0,0
Fam189a2,261,641,755,182,255,296
Fam189b,687,704,673,554,1022,779
Fam192a,1078,1099,1177,1074,1307,1013
Fam193a,1522,1241,1605,1285,1459,1440
Fam193b,4293,4584,5736,2874,4268,3413
Fam196a,0,9,26,11,26,9
Fam196b,0,11,0,0,0,0
Fam198a,0,0,0,5,0,0
Fam198b,85,58,100,149,118,41
Fam199x,638,806,1051,656,590,635
Fam19a1,14,49,56,13,19,0
Fam19a2,19,8,0,0,8,0
Fam19a3,0,21,0,0,0,0
Fam19a4,0,0,0,6,0,0
Fam19a5,143,364,394,244,391,262
Fam204a,896,849,873,651,836,743
Fam205a1,0,0,27,0,0,57
Fam205a2,37,71,22,60,90,87
Fam205a4,37,71,22,60,90,87
Fam205c,48,34,28,5,35,19
Fam206a,275,400,280,349,392,410
Fam207a,597,1076,1033,868,947,990
Fam208a,3410,2922,4086,2743,2965,2314
Fam208b,1018,1554,1604,1095,1696,1314
Fam209,44,34,18,12,31,8
Fam20a,0,74,139,56,88,66
Fam20b,1603,2754,2692,2796,2665,2453
Fam20c,89,185,143,145,192,173
Fam210a,677,964,751,962,1076,745
Fam210b,1288,997,1248,1088,1173,1029
Fam213a,1626,1812,1475,1363,1548,1059
Fam213b,423,349,240,189,165,267
Fam214a,975,1272,1562,1328,988,1078
Fam214b,899,1156,1344,723,818,753
Fam216a,304,522,572,611,713,585
Fam216b,0,0,0,0,0,0
Fam217a,0,7,1,0,10,0
Fam217b,40,24,47,55,73,67
Fam219a,426,565,794,486,727,468
Fam219b,641,981,1171,628,904,834
Fam220-ps,0,0,0,0,0,0
Fam220a,1087,1254,1692,1185,1360,1083
Fam221a,639,579,655,403,427,403
Fam221b,6,47,55,8,31,5
Fam222a,0,34,0,49,12,48
Fam222b,260,402,248,184,236,243
Fam227a,258,314,308,133,232,148
Fam227b,0,0,0,3,3,0
Fam228a,0,0,0,3,0,0
Fam228b,57,78,72,61,47,18
Fam229a,0,0,0,0,0,14
Fam229b,139,146,130,43,89,43
Fam234a,2594,2974,3385,2048,2328,2391
Fam234b,325,361,333,315,277,184
Fam240a,0,0,0,0,0,0
Fam240b,0,0,0,0,0,0
Fam241a,918,846,962,1080,1195,1049
Fam241b,581,451,492,401,318,418
Fam243,0,0,0,0,0,0
Fam24a,0,0,0,0,11,10
Fam24b,0,0,0,5,0,0
Fam25c,2995,1827,2006,1207,1640,1060
Fam32a,1270,1560,1585,1386,1355,1537
Fam3a,686,936,966,706,896,591
Fam3b,12,0,0,8,0,21
Fam3c,424,495,482,429,614,622
Fam43a,213,78,96,482,172,329
Fam43b,0,0,0,6,0,0
Fam45a,562,558,465,637,572,368
Fam47c,0,0,0,0,0,0
Fam47e,13,36,1,1,0,5
Fam49a,209,253,267,518,345,344
Fam49b,726,718,660,949,1157,1174
Fam50a,1048,1010,1124,961,873,985
Fam50b,0,0,0,0,0,0
Fam53a,805,877,1037,703,1084,573
Fam53b,618,1033,1059,1207,1132,956
Fam53c,2506,2326,3213,2992,2712,2689
Fam57a,1554,1295,1668,1753,2201,1838
Fam57b,14,255,158,0,0,0
Fam69a,328,441,365,163,226,277
Fam69b,95,123,45,159,166,147
Fam69c,19,36,39,0,8,0
Fam71a,569,229,772,657,290,667
Fam71b,0,0,0,0,0,0
Fam71d,0,0,0,7,0,0
Fam71e1,13,40,81,46,63,17
Fam71e2,0,0,0,0,0,0
Fam71f1,0,0,0,0,0,0
Fam71f2,8,50,49,28,21,0
Fam72a,158,72,74,57,32,38
Fam76a,1559,1752,2022,1226,1344,1519
Fam76b,2168,1910,2885,1710,2369,1890
Fam78a,12,69,24,25,25,23
Fam78b,184,226,289,142,196,254
Fam81a,2045,1425,1824,1334,1826,1468
Fam81b,0,0,0,0,0,0
Fam83a,37,60,62,37,67,31
Fam83b,1612,1319,1127,2250,1821,1518
Fam83d,1325,674,1122,584,520,564
Fam83e,20,11,0,0,15,19
Fam83f,719,751,779,1390,1307,1414
Fam83g,4915,5970,9064,5998,7821,6866
Fam83h,2090,2200,2521,2335,2539,2497
Fam84a,1086,1142,1066,1735,1016,1006
Fam84b,2232,2666,2720,2066,2623,2144
Fam89a,197,75,89,161,131,119
Fam89b,783,625,646,706,665,638
Fam8a1,1316,1134,1085,1250,1560,1339
Fam90a1a,0,0,0,0,0,0
Fam90a1b,0,0,0,3,13,1
Fam91a1,1512,1972,1863,2084,2242,2120
Fam92a,595,727,890,664,917,638
Fam92b,0,0,0,0,0,0
Fam98a,434,655,658,603,804,670
Fam98b,832,1217,1142,999,1207,1076
Fam98c,1010,1126,1022,820,1235,1005
Fan1,536,721,871,444,585,338
Fanca,51,96,289,242,373,141
Fancb,54,145,79,72,57,67
Fancc,767,538,1084,579,642,635
Fancd2,40,57,4,204,158,136
Fancd2os,0,0,0,0,0,8
Fance,1042,1405,854,964,1161,1036
Fancf,99,117,148,87,162,152
Fancg,386,528,455,367,420,384
Fanci,102,202,50,172,137,157
Fancl,346,378,372,197,167,267
Fancm,323,591,422,540,524,479
Fank1,0,0,1,0,0,0
Fap,20,30,51,48,39,25
Far1,3214,3396,3331,3602,4095,3733
Far2,186,3110,1172,111,189,48
Farp1,1879,1618,2575,853,1229,1362
Farp2,437,992,621,534,589,624
Fars2,411,246,404,529,506,385
Farsa,849,1178,1277,1273,1591,1601
Farsb,856,948,981,1258,1019,1076
Fas,458,221,228,453,489,509
Fasl,0,0,0,5,0,0
Fasn,3618,6615,4391,4983,5851,5255
Fastk,2449,2534,2168,1946,2669,2217
Fastkd1,403,363,614,233,335,340
Fastkd2,634,533,697,514,599,517
Fastkd3,250,220,195,189,336,248
Fastkd5,185,0,0,0,20,0
Fat1,7522,13265,16468,12125,15239,14491
Fat2,6126,9580,12772,9105,9365,9999
Fat3,11,9,28,12,0,0
Fat4,57,184,277,214,165,206
Fate1,0,12,0,0,6,21
Fau,16101,11785,12596,15527,16130,15176
Fau-ps1,0,0,0,0,0,0
Fau-ps2,0,0,0,0,2,0
Faxc,18,73,173,81,108,125
Fbf1,1171,1766,1707,1164,1533,1499
Fbh1,1380,1651,1983,1708,1883,1709
Fbl,1318,1132,1539,2395,2522,2341
Fblim1,328,178,507,540,260,389
Fbll1,0,0,0,0,0,0
Fbln1,1219,1041,1231,2158,1501,1249
Fbln2,492,512,818,656,545,464
Fbln5,63,97,101,155,60,33
Fbln7,14,17,0,14,12,2
Fbn1,36,163,108,779,306,155
Fbn2,332,453,330,311,303,149
Fbp1,0,0,0,0,0,15
Fbp2,0,0,0,15,0,0
Fbrs,1917,2659,2173,2178,2568,2585
Fbrsl1,1796,2340,3227,1612,2600,1724
Fbxl12,682,896,855,346,444,377
Fbxl13,0,0,0,0,0,0
Fbxl14,726,890,845,841,1075,864
Fbxl15,200,183,241,218,219,246
Fbxl16,95,109,106,34,56,51
Fbxl17,884,1161,1211,1225,1411,1359
Fbxl18,483,772,1074,548,874,548
Fbxl19,1175,1579,1967,1512,2085,2164
Fbxl2,27,115,128,91,103,89
Fbxl20,2127,3986,4389,2641,3307,2633
Fbxl21,51,94,97,13,31,85
Fbxl3,4161,4629,5359,3557,4286,3722
Fbxl4,796,724,1058,559,827,489
Fbxl5,3085,3487,3975,4203,3909,3113
Fbxl6,1119,1007,1037,939,1169,1063
Fbxl7,78,69,98,275,133,159
Fbxl8,33,191,52,224,153,202
Fbxo10,822,782,596,590,979,854
Fbxo11,2879,3382,4067,3009,3921,3031
Fbxo15,57,46,51,10,22,19
Fbxo16,40,26,0,157,108,156
Fbxo17,106,136,119,137,273,272
Fbxo2,105,163,192,128,211,161
Fbxo21,1014,1277,1498,1228,1261,1133
Fbxo22,818,738,1136,792,976,748
Fbxo24,98,64,159,34,83,89
Fbxo25,395,581,457,607,670,567
Fbxo27,0,16,38,7,0,8
Fbxo28,1948,2095,2493,2108,2235,2070
Fbxo3,2328,2324,2910,2189,2439,1930
Fbxo30,1341,930,887,1035,849,974
Fbxo31,501,566,667,478,819,477
Fbxo32,1043,1270,1158,908,743,794
Fbxo33,977,763,639,972,746,909
Fbxo34,522,432,750,516,516,496
Fbxo36,132,148,94,26,70,60
Fbxo38,1832,1913,2476,2006,2266,1606
Fbxo39,0,0,0,0,0,0
Fbxo4,173,228,210,95,171,111
Fbxo40,0,0,0,0,0,0
Fbxo41,24,92,0,20,33,43
Fbxo42,1255,1370,1461,1364,1722,1379
Fbxo43,22,0,0,1,2,0
Fbxo44,229,139,195,212,187,198
Fbxo45,827,890,874,901,1227,813
Fbxo46,383,510,421,359,480,555
Fbxo47,15,0,49,55,44,17
Fbxo48,33,46,0,52,55,34
Fbxo5,183,124,113,136,290,229
Fbxo6,583,459,425,457,382,490
Fbxo7,580,510,620,587,576,592
Fbxo8,934,1166,1247,836,1101,1079
Fbxo9,1446,1222,1586,1252,1367,1124
Fbxw10,0,0,0,21,0,0
Fbxw11,1931,2603,2619,2670,2677,2269
Fbxw13,0,0,0,0,0,0
Fbxw14,0,1,0,0,0,0
Fbxw15,0,0,0,0,0,0
Fbxw16,0,0,0,0,0,0
Fbxw17,375,224,272,334,444,349
Fbxw18,0,0,0,0,0,0
Fbxw19,0,3,42,9,19,0
Fbxw2,1552,1587,1727,1502,1639,1369
Fbxw20,0,21,0,13,15,0
Fbxw21,0,0,0,34,1,4
Fbxw22,0,0,0,0,0,0
Fbxw23,0,0,0,0,0,0
Fbxw24,0,0,0,0,0,0
Fbxw25,0,0,0,0,0,0
Fbxw26,0,0,0,0,0,0
Fbxw27,0,0,10,0,8,0
Fbxw28,0,0,0,12,3,0
Fbxw4,745,874,843,719,948,876
Fbxw5,1020,1350,1368,847,1485,1113
Fbxw7,722,1221,1399,869,1023,984
Fbxw8,1010,1414,1365,1546,1634,1552
Fbxw9,860,1424,1181,818,1217,902
Fcamr,16,8,0,29,25,15
Fcer1a,0,0,0,0,0,0
Fcer1g,0,24,15,7,14,0
Fcer2a,11,15,0,40,52,85
Fcf1,912,605,862,755,799,731
Fcgbp,12029,11029,12401,77071,59332,93046
Fcgr1,1,0,0,0,0,0
Fcgr2b,6,81,57,56,92,67
Fcgr3,31,0,0,6,0,4
Fcgr4,0,0,0,0,0,0
Fcgrt,590,620,490,641,718,525
Fcho1,235,31,200,55,162,150
Fcho2,3660,4606,4418,3527,3645,3384
Fchsd1,1095,1308,1534,1088,1184,1115
Fchsd2,1246,1195,1583,1070,1098,1029
Fcmr,0,0,0,0,0,0
Fcna,0,0,0,7,0,0
Fcnb,0,0,0,0,0,0
Fcor,0,0,0,4,0,2
Fcrl1,0,0,0,0,0,0
Fcrl5,0,6,0,0,7,0
Fcrl6,0,0,0,0,0,0
Fcrla,0,0,0,0,2,0
Fcrlb,0,0,0,0,4,11
Fcrls,0,16,0,0,0,0
Fdft1,1707,1699,1108,1418,2352,1621
Fdps,2362,2415,1927,2185,3996,2319
Fdx1,393,703,796,470,571,491
Fdx1l,642,582,348,418,588,432
Fdxacb1,122,51,147,133,296,134
Fdxr,381,254,307,326,227,376
Fech,2020,3070,2775,1999,2661,2152
Fem1a,781,1154,1202,854,1389,1200
Fem1b,962,977,1566,1056,1194,871
Fem1c,727,701,960,893,838,922
Fen1,191,272,313,564,516,470
Fer,850,928,1083,841,874,768
Fer1l4,16,0,0,0,0,0
Fer1l5,90,136,154,84,120,98
Fer1l6,0,0,7,6,0,0
Ferd3l,0,0,0,0,0,0
Fermt1,3247,4243,3643,3499,4358,3513
Fermt2,463,371,591,850,688,661
Fermt3,11,65,39,55,28,47
Fes,80,283,102,108,234,122
Fetub,0,0,0,0,87,0
Fev,0,0,0,0,0,0
Fez1,0,15,39,12,13,19
Fez2,438,523,624,478,590,412
Fezf1,10,0,0,0,11,0
Fezf2,0,0,0,0,0,0
Ffar1,49,23,27,21,17,16
Ffar2,0,20,1,5,17,43
Ffar3,0,0,0,0,0,0
Ffar4,0,23,0,0,0,19
Fga,0,0,0,0,0,0
Fgb,0,0,0,0,0,0
Fgd1,646,683,906,574,892,670
Fgd2,386,184,231,170,209,133
Fgd3,21,14,92,1,3,22
Fgd4,1023,1131,833,930,955,968
Fgd5,31,20,11,104,9,55
Fgd6,1267,1603,1551,2014,1962,1655
Fgf1,3543,2364,3491,3041,3990,2914
Fgf10,0,1,3,5,3,0
Fgf11,121,98,246,125,197,227
Fgf12,0,0,0,0,8,8
Fgf13,75,71,86,48,80,12
Fgf14,25,15,0,12,0,0
Fgf15,18,0,0,6,0,17
Fgf16,0,0,0,0,0,0
Fgf17,0,0,0,0,12,0
Fgf18,3004,2529,2560,1388,1706,1395
Fgf2,35,93,44,110,255,61
Fgf20,0,0,0,0,1,0
Fgf21,28,22,0,9,11,0
Fgf22,9,80,46,1,22,0
Fgf23,0,2,0,21,0,11
Fgf3,0,0,0,0,0,0
Fgf4,0,0,0,0,0,0
Fgf5,45,95,132,34,119,67
Fgf6,1,1,1,0,9,9
Fgf7,0,0,0,8,10,0
Fgf8,0,0,0,0,0,11
Fgf9,28,0,49,22,38,49
Fgfbp1,894,372,664,1072,1367,1292
Fgfr1,23408,29299,33934,20291,31743,23760
Fgfr1op,798,997,1156,654,1047,717
Fgfr1op2,1882,2490,2484,2230,2387,2279
Fgfr2,9286,8566,8498,10312,10463,10210
Fgfr3,11206,14452,14113,8996,12914,10861
Fgfr3-ps,0,0,0,0,0,0
Fgfr4,24,38,14,25,53,30
Fgfrl1,67,68,225,507,415,390
Fgg,0,0,0,2,0,0
Fggy,63,150,172,170,184,95
Fgl1,53,33,32,33,43,68
Fgl2,0,29,32,132,15,25
Fgr,0,12,22,0,7,15
Fh1,867,1147,1352,1276,1320,1066
Fhad1,0,0,0,2,6,0
Fhdc1,1977,2341,3619,2303,3174,3184
Fhit,36,100,66,47,32,62
Fhl1,656,797,947,664,891,593
Fhl2,120,174,360,299,242,213
Fhl3,277,183,208,289,277,235
Fhl4,0,0,0,13,17,5
Fhl5,0,0,0,0,0,0
Fhod1,322,506,544,340,559,340
Fhod3,90,118,175,99,106,39
Fibcd1,0,0,0,0,0,0
Fibin,23,0,17,33,23,0
Fibp,1512,1755,1816,1136,1708,1545
Ficd,486,444,401,289,302,297
Fig4,352,451,742,426,564,616
Figla,0,0,0,0,0,0
Fign,30,47,32,18,55,13
Fignl1,101,108,76,173,108,159
Fignl2,413,244,349,175,354,305
Filip1,0,0,0,0,0,0
Filip1l,4995,4461,6041,5317,3108,3146
Fip1l1,2281,1886,2117,2064,2188,1965
Fis1,1409,1427,1416,1405,1387,1269
Fitm1,0,0,0,6,0,0
Fitm2,948,1147,1568,1053,1014,1289
Fiz1,733,829,715,630,760,972
Fjx1,1856,3137,3080,1638,2829,1980
Fkbp10,501,375,836,513,875,659
Fkbp11,159,134,32,154,140,143
Fkbp14,12,27,102,45,79,16
Fkbp15,909,1013,1384,1087,1328,1342
Fkbp1a,1992,2001,2047,2783,2760,2618
Fkbp1a-ps1,0,0,0,0,0,0
Fkbp1a-ps2,0,0,0,0,0,0
Fkbp1a-ps3,0,0,0,0,0,0
Fkbp1b,75,34,82,21,53,30
Fkbp2,1626,1153,1037,967,1067,1014
Fkbp3,1677,1759,1633,1224,1610,1320
Fkbp4,3934,3294,4126,4585,4958,4454
Fkbp5,1361,1318,1273,1643,2734,3058
Fkbp6,0,0,0,0,0,1
Fkbp7,75,67,25,68,75,90
Fkbp8,4843,4977,5479,4555,5626,4771
Fkbp9,4465,4461,5703,4959,6263,4895
Fkbpl,120,57,36,47,131,101
Fkrp,337,342,716,662,579,640
Fktn,691,1179,1328,956,981,940
Flad1,672,790,837,614,665,612
Flcn,1127,1351,1768,1135,1311,1355
Flg,88,122,4,625,431,76
Flg2,1294,445,7,242,169,20
Fli1,5,0,10,10,14,10
Flii,3013,2819,4053,3698,3993,3962
Flna,12760,17893,20345,18504,22854,23936
Flnb,7895,9183,13990,10903,11233,13204
Flnc,290,121,437,218,355,201
Flot1,1690,1790,1906,1858,1925,2102
Flot2,1208,1535,1632,2135,2756,2613
Flrt1,151,181,221,142,174,204
Flrt2,1810,1953,2709,2479,2657,2679
Flrt3,3376,2331,2866,6223,3772,4972
Flt1,49,34,20,50,27,10
Flt3,0,25,0,18,9,5
Flt3l,81,130,134,180,340,278
Flt4,0,42,117,27,19,0
Flvcr1,1419,872,842,1490,1198,1477
Flvcr2,0,39,21,5,7,25
Flywch1,1493,1878,1809,1013,1897,1582
Flywch2,213,230,188,181,192,259
Fmc1,160,83,166,141,287,221
Fmn1,535,783,1025,449,461,376
Fmn2,0,0,0,0,7,0
Fmnl1,27,182,54,44,83,65
Fmnl2,421,533,514,780,1026,778
Fmnl3,231,347,199,379,344,277
Fmo1,28,64,23,70,55,48
Fmo2,50,136,21,11,99,0
Fmo3,0,0,0,0,0,0
Fmo4,0,0,0,0,0,0
Fmo5,710,494,614,483,703,289
Fmo6,0,0,0,0,0,0
Fmo9,0,0,0,0,0,0
Fmod,192,299,58,1089,388,219
Fmr1,2573,2590,2471,2424,2760,2409
Fmr1nb,0,0,0,0,0,0
Fn1,2632,4449,4272,12790,9924,15137
Fn3k,32,81,28,34,48,14
Fn3krp,314,326,187,195,254,220
Fnbp1,1363,1606,1525,1572,1718,1448
Fnbp1l,2749,3086,4486,3246,3136,3175
Fnbp4,2148,2689,2955,1571,2750,1787
Fnd3c2,0,0,0,0,1,0
Fndc1,16,139,222,395,182,72
Fndc10,401,362,572,170,276,218
Fndc11,0,0,0,5,0,0
Fndc3a,2065,2532,2415,2131,2287,2145
Fndc3b,1656,2223,2637,2479,2695,2529
Fndc3c1,0,0,0,0,0,0
Fndc4,610,680,591,584,615,626
Fndc5,3,0,3,8,1,2
Fndc7,0,0,19,6,15,0
Fndc8,0,0,0,2,11,9
Fndc9,142,33,0,62,10,44
Fnip1,1640,1753,2046,1926,1461,1568
Fnip2,914,1050,1198,1189,1211,1126
Fnta,2523,2934,3064,1847,2744,1834
Fntb,493,406,478,589,659,587
Focad,571,571,612,702,893,886
Folh1,0,0,0,0,0,0
Folr1,0,0,0,7,11,6
Folr2,10,0,43,5,45,6
Fopnl,926,800,959,915,862,649
Fos,162386,106724,146469,117524,66443,136921
Fosb,104654,81485,113583,92399,61457,111119
Fosl1,1606,839,1144,2149,687,2400
Fosl2,10581,12847,17045,12049,11301,13170
Foxa1,0,1,0,2,1,0
Foxa2,0,0,0,0,0,0
Foxa3,0,0,0,0,0,0
Foxb1,1,0,0,0,1,0
Foxb2,16,0,0,0,0,0
Foxc1,3091,3675,3895,3434,3556,2996
Foxc2,0,0,0,13,8,0
Foxd1,22,24,0,17,6,0
Foxd2,0,27,0,0,0,0
Foxd3,0,0,0,0,0,6
Foxd4,0,0,6,0,0,0
Foxe1,0,0,27,33,6,37
Foxe3,0,0,0,0,7,0
Foxf1,44,0,0,0,1,0
Foxf2,9,1,0,0,5,3
Foxg1,1,1,1,3,1,1
Foxh1,0,14,0,0,0,0
Foxi1,0,0,0,0,0,0
Foxi3,27,61,57,141,64,59
Foxj1,61,0,108,54,19,15
Foxj2,2093,3191,2914,2161,2641,2284
Foxj3,2334,2433,2877,2057,2372,2371
Foxk1,1945,3178,2861,3094,3831,3738
Foxk2,1180,1924,2498,2102,2461,2479
Foxl1,0,0,0,6,1,0
Foxl2,0,18,0,22,8,10
Foxm1,135,146,111,616,484,473
Foxn1,18,48,34,66,48,44
Foxn2,1151,1465,1286,1628,1416,1417
Foxn3,2299,2585,4026,3771,3135,3203
Foxn4,0,0,0,0,0,0
Foxo1,832,874,1278,809,1179,1501
Foxo3,2231,2256,2896,2679,3303,4485
Foxo4,1905,1838,2142,1621,1957,1715
Foxo6,142,232,127,425,379,211
Foxp1,6754,7428,9435,7089,7351,6997
Foxp2,20,15,3,10,60,18
Foxp3,9,44,0,3,14,15
Foxp4,1155,1455,1639,1156,1485,1346
Foxq1,26,36,62,112,46,132
Foxr1,0,16,24,4,12,8
Foxr2,0,0,0,0,0,0
Foxred1,829,975,945,656,741,766
Foxred2,356,640,443,286,512,442
Foxs1,0,35,0,0,0,0
Fpgs,1292,1480,2133,1836,3286,2476
Fpgt,347,491,557,345,514,446
Fpr-rs3,0,0,0,0,0,0
Fpr-rs4,0,0,0,0,0,0
Fpr-rs5,0,0,0,0,0,0
Fpr-rs6,0,0,0,0,0,0
Fpr-rs7,0,0,0,0,0,0
Fpr1,0,0,0,0,0,0
Fpr2,0,0,0,1,0,0
Fpr3,0,0,0,0,0,0
Fra10ac1,676,517,642,349,512,450
Fras1,283,435,403,1211,881,649
Frat1,83,73,145,58,30,44
Frat2,643,540,530,329,191,358
Frem1,0,50,32,57,39,19
Frem2,5673,10123,11599,4021,4485,3774
Frem3,0,0,0,0,0,0
Frg1,1128,1149,1096,1064,1350,1163
Frg2f1,480,192,273,147,166,158
Frg2f4,0,0,0,0,0,0
Frk,198,189,253,360,389,438
Frmd3,2,0,0,0,0,3
Frmd4a,553,811,788,346,541,390
Frmd4b,2385,2408,2813,2921,2698,2272
Frmd5,0,0,20,14,5,4
Frmd6,3886,5008,5180,4290,4649,4299
Frmd7,0,11,0,0,0,0
Frmd8,1133,1238,1375,1562,1492,1529
Frmpd1,337,332,318,426,367,391
Frmpd2,0,0,2,14,26,10
Frmpd3,16,8,6,5,15,11
Frmpd4,0,0,0,0,0,0
Frrs1,677,773,909,1294,1400,1367
Frrs1l,1,5,1,16,1,22
Frs2,1465,2006,1897,1721,1949,1505
Frs3,403,429,495,121,382,314
Fry,2763,3257,3535,2147,2335,2073
Fryl,5402,7068,10303,5328,7050,6012
Frzb,0,0,0,3,0,0
Fsbp,79,149,212,100,120,84
Fscb,0,0,0,0,0,0
Fscn1,129,169,391,270,226,262
Fscn2,24,28,57,12,7,28
Fscn3,0,13,0,6,0,10
Fsd1,0,0,1,16,6,11
Fsd1l,183,312,183,224,201,162
Fsd2,0,53,0,0,0,10
Fshb,0,0,0,0,0,0
Fshr,0,0,0,0,0,0
Fsip1,2,1,3,4,1,0
Fsip2,0,0,0,6,0,0
Fst,12667,7672,10904,18654,15060,17090
Fstl1,941,1388,1514,2229,1880,1526
Fstl3,1196,938,1159,923,1234,1016
Fstl4,62,76,43,6,23,17
Fstl5,2,0,0,0,1,0
Ftcd,65,21,72,0,25,0
Fth-ps2,0,29,7,3,12,24
Fth-ps3,0,0,0,0,0,0
Fth1,15915,11373,13376,13167,14714,15140
Fthl17-ps1,0,0,0,0,0,0
Fthl17-ps2,0,0,0,0,0,0
Fthl17-ps3,0,0,0,0,0,0
Fthl17a,0,0,0,0,7,0
Fthl17b,0,0,0,0,0,0
Fthl17c,0,0,0,0,0,0
Fthl17d,0,0,0,0,0,0
Fthl17e,0,0,0,0,0,0
Fthl17f,0,0,0,0,0,0
Ftl1,33429,22907,27221,21125,19235,21547
Ftl1-ps1,84,6,49,10,49,8
Ftl1-ps2,0,0,0,0,0,1
Ftl2-ps,0,0,1,0,0,0
Ftmt,0,0,0,0,0,0
Fto,1625,1591,1931,2021,2277,2218
Ftsj1,441,343,899,650,627,875
Ftsj3,1554,1642,1515,1877,2261,2373
Fubp1,3421,4761,4986,3856,5468,3502
Fubp3,2028,2728,2647,2590,3206,2557
Fuca1,1327,1841,2352,1660,1766,1546
Fuca2,953,896,1286,808,1020,805
Fuk,1258,1215,1741,1101,1218,1338
Fundc1,817,503,1029,844,991,797
Fundc2,1191,1035,1235,1230,1391,1316
Fuom,50,52,55,104,118,110
Furin,3150,5041,4839,4778,5449,5193
Fus,6888,8957,10099,6912,9630,7298
Fut1,137,100,257,197,59,167
Fut10,308,154,264,407,310,307
Fut11,549,929,624,968,1207,855
Fut2,133,330,61,109,123,89
Fut4,0,0,36,4,6,32
Fut4-ps1,22,49,23,4,16,0
Fut7,0,0,27,0,0,10
Fut8,644,737,829,725,651,733
Fut9,14,0,0,16,8,0
Fuz,815,791,1049,863,905,903
Fv1,111,139,131,113,140,130
Fxn,125,346,162,236,329,251
Fxr1,2372,2595,2189,2675,2688,2913
Fxr2,3364,3560,3824,2711,3226,3005
Fxyd1,0,72,0,80,13,0
Fxyd2,0,22,2,8,0,0
Fxyd3,14995,13887,15100,11852,14539,13322
Fxyd4,0,20,0,5,18,18
Fxyd5,83,137,78,42,64,59
Fxyd6,2321,1283,2094,3097,2512,3950
Fxyd7,0,0,0,0,0,0
Fyb,23,69,0,25,16,39
Fyb2,0,0,0,22,19,0
Fyco1,1621,2221,2175,1597,1921,1818
Fyn,775,628,817,482,513,500
Fyttd1,2299,2423,2769,2513,3107,2374
Fzd1,6392,10872,11199,8044,11854,10741
Fzd10,24,32,16,103,77,103
Fzd2,8165,6992,9538,13181,13164,12504
Fzd3,2847,2431,3267,3741,4010,4096
Fzd4,70,46,126,46,90,168
Fzd5,1238,846,1626,1910,1164,1699
Fzd6,1188,1140,1690,1387,1355,1402
Fzd7,15089,16514,19172,15986,15392,13104
Fzd8,1031,856,1012,1268,965,1447
Fzd9,367,373,614,481,410,403
Fzr1,1191,1005,1171,1160,1559,1129
G0s2,78,0,29,18,0,7
G2e3,535,740,835,726,882,720
G3bp1,3600,3871,4104,5244,5397,5511
G3bp2,3223,3186,3735,2881,3603,3230
G430095P16Rik,44,23,86,15,38,0
G530012D18Rik,8,0,28,2,9,2
G6pc,0,0,0,0,0,0
G6pc2,0,0,0,0,0,0
G6pc3,850,841,769,508,584,531
G6pd2,0,0,0,0,0,0
G6pdx,361,604,326,528,678,496
Gaa,1547,2310,2408,1781,1665,2225
Gab1,1207,1390,1626,2037,1362,1898
Gab2,260,211,302,166,185,213
Gab3,16,31,14,1,9,3
Gabarap,4358,3205,4231,3689,3874,3689
Gabarapl1,1606,1630,1362,1998,1736,1570
Gabarapl2,1519,1319,1632,1289,1409,1263
Gabbr1,2577,3562,4072,1877,3402,2086
Gabbr2,0,12,0,0,25,9
Gabpa,1649,2056,2403,2466,2651,2340
Gabpb1,518,716,752,728,841,700
Gabpb2,3196,4047,4949,3552,4564,3964
Gabra1,0,0,0,0,0,0
Gabra2,32,19,29,7,13,4
Gabra3,0,0,0,0,7,0
Gabra4,0,0,0,0,0,0
Gabra5,0,0,0,8,0,0
Gabra6,0,0,0,0,0,0
Gabrb1,91,15,0,9,7,1
Gabrb2,0,0,0,0,8,2
Gabrb3,0,0,0,0,0,0
Gabrd,13,0,21,0,0,16
Gabre,215,284,516,197,229,161
Gabrg1,0,23,0,18,19,26
Gabrg2,0,0,0,0,0,0
Gabrg3,2,8,2,6,2,0
Gabrp,0,0,0,0,0,0
Gabrq,15,0,0,0,0,0
Gabrr1,0,0,0,0,0,0
Gabrr2,20,0,0,0,0,0
Gabrr3,0,0,0,0,0,0
Gad1,0,0,19,5,8,18
Gad1-ps,0,0,0,0,0,0
Gad2,0,0,0,0,7,0
Gadd45a,576,288,450,533,169,466
